,patient,v,UC_mean,UC_cov,EWS_mean,TWS_mean
0,8,0,0.00390625,3.814697265625e-06,0.8172849625139743,0.9480971551261406
1,8,1,0.00390625,7.62939453125e-06,0.8168688504072631,0.9470786366076221
2,8,2,0.00390625,1.52587890625e-05,0.8160671486462783,0.9470786366076221
3,8,3,0.00390625,3.0517578125e-05,0.8145864874155829,0.9471712292002147
4,8,4,0.00390625,6.103515625e-05,0.8120415560458027,0.9460909822866344
5,8,5,0.00390625,0.0001220703125,0.808053117605294,0.9448765432098765
6,8,6,0.00390625,0.000244140625,0.8024901878019202,0.9433333333333334
7,8,7,0.00390625,0.00048828125,0.795704553387836,0.9401543209876543
8,8,8,0.00390625,0.0009765625,0.7884971658132641,0.9332716049382717
9,8,9,0.00390625,0.001953125,0.7820979158267994,0.9256280193236716
10,8,10,0.00390625,0.00390625,0.777336617801621,0.9189304884594739
11,8,11,0.00390625,0.0078125,0.7744293337605611,0.9126033279656469
12,8,12,0.00390625,0.015625,0.7728407229042034,0.9088996242619432
13,8,13,0.00390625,0.03125,0.7717741192194402,0.9065123456790124
14,8,14,0.00390625,0.0625,0.7707524468421628,0.9075308641975309
15,8,15,0.00390625,0.125,0.7695149993283531,0.9073765432098767
16,8,16,0.00390625,0.25,0.767814008056514,0.9041358024691358
17,8,17,0.00390625,0.5,0.7651328655313362,0.8937453032742887
18,8,18,0.00390625,1.0,0.755541915229477,0.876430488459474
19,8,19,0.0078125,3.814697265625e-06,0.8223225121742925,0.9519243156199677
20,8,20,0.0078125,7.62939453125e-06,0.8219120936056756,0.9514613526570048
21,8,21,0.0078125,1.52587890625e-05,0.821116626850234,0.9509983896940419
22,8,22,0.0078125,3.0517578125e-05,0.8196585988653597,0.9519243156199678
23,8,23,0.0078125,6.103515625e-05,0.8171146235447331,0.9529629629629628
24,8,24,0.0078125,0.0001220703125,0.8131291853596715,0.9506481481481482
25,8,25,0.0078125,0.000244140625,0.8075501052274158,0.9497222222222224
26,8,26,0.0078125,0.00048828125,0.8006833819194308,0.9454012345679013
27,8,27,0.0078125,0.0009765625,0.7933762646507017,0.9439922168545358
28,8,28,0.0078125,0.001953125,0.7869716775861619,0.9378193773483631
29,8,29,0.0078125,0.00390625,0.7823605434146279,0.9279736983360173
30,8,30,0.0078125,0.0078125,0.7796233735797717,0.9241156736446592
31,8,31,0.0078125,0.015625,0.7781773083871683,0.9201033279656469
32,8,32,0.0078125,0.03125,0.7772194197649301,0.9198872785829308
33,8,33,0.0078125,0.0625,0.7762391705124968,0.9175724637681161
34,8,34,0.0078125,0.125,0.7750284051020285,0.9179119699409557
35,8,35,0.0078125,0.25,0.7733809247663003,0.9149798711755234
36,8,36,0.0078125,0.5,0.7705154745840309,0.9101033279656469
37,8,37,0.0078125,1.0,0.7605373750874512,0.8945477724100912
38,8,38,0.015625,3.814697265625e-06,0.8223093662239787,0.9558132045088568
39,8,39,0.015625,7.62939453125e-06,0.8219411672817059,0.9548872785829308
40,8,40,0.015625,1.52587890625e-05,0.8212175017640225,0.9548872785829308
41,8,41,0.015625,3.0517578125e-05,0.8198394048997589,0.9558333333333333
42,8,42,0.015625,6.103515625e-05,0.8173767292666133,0.9553703703703704
43,8,43,0.015625,0.0001220703125,0.8134598573651207,0.9556790123456788
44,8,44,0.015625,0.000244140625,0.807908537403107,0.9518209876543211
45,8,45,0.015625,0.00048828125,0.8010807628865726,0.9472530864197534
46,8,46,0.015625,0.0009765625,0.7937382832853693,0.9435292538915728
47,8,47,0.015625,0.001953125,0.7873783409675066,0.93627616747182
48,8,48,0.015625,0.00390625,0.7829631192982949,0.9298564143854
49,8,49,0.015625,0.0078125,0.7804695768436187,0.9275415995705852
50,8,50,0.015625,0.015625,0.779290637320202,0.9269243156199677
51,8,51,0.015625,0.03125,0.7786255209101,0.9243625872249062
52,8,52,0.015625,0.0625,0.7778293065230454,0.9229736983360174
53,8,53,0.015625,0.125,0.7766942720842789,0.9237453032742889
54,8,54,0.015625,0.25,0.7750122552104,0.9215029522275898
55,8,55,0.015625,0.5,0.772055688375658,0.9127066559312936
56,8,56,0.015625,1.0,0.7617658739391643,0.8975107353730543
57,8,57,0.03125,3.814697265625e-06,0.8175436896131633,0.9534366612989803
58,8,58,0.03125,7.62939453125e-06,0.817248046605447,0.9534366612989803
59,8,59,0.03125,1.52587890625e-05,0.8166451572651313,0.9533440687063877
60,8,60,0.03125,3.0517578125e-05,0.815462605083522,0.9523456790123458
61,8,61,0.03125,6.103515625e-05,0.8132630991052096,0.9514197530864199
62,8,62,0.03125,0.0001220703125,0.8095909285740742,0.9497222222222224
63,8,63,0.03125,0.000244140625,0.8041984717733786,0.9481790123456791
64,8,64,0.03125,0.00048828125,0.7973875101280844,0.9430045625335481
65,8,65,0.03125,0.0009765625,0.7900852818775624,0.9371403650026839
66,8,66,0.03125,0.001953125,0.7837820888839461,0.931214439076758
67,8,67,0.03125,0.00390625,0.779506360744037,0.9255662909286098
68,8,68,0.03125,0.0078125,0.7772035246973312,0.9222329575952766
69,8,69,0.03125,0.015625,0.7762706862956207,0.9240848094471285
70,8,70,0.03125,0.03125,0.7758992365927491,0.9207823403113259
71,8,71,0.03125,0.0625,0.7753858158421736,0.9182206119162643
72,8,72,0.03125,0.125,0.7743937277206823,0.915114063338701
73,8,73,0.03125,0.25,0.7727395159419509,0.9151140633387012
74,8,74,0.03125,0.5,0.7696691484389654,0.9066680085882985
75,8,75,0.03125,1.0,0.7588862649369655,0.8881078904991948
