,patient,v,UC_mean,UC_cov,EWS_mean,TWS_mean
0,5,0,0.00390625,3.814697265625e-06,0.7778215345594502,0.8880500975497596
1,5,1,0.00390625,7.62939453125e-06,0.7779917477791133,0.8896213657876945
2,5,2,0.00390625,1.52587890625e-05,0.7782477022716257,0.8916976845306799
3,5,3,0.00390625,3.0517578125e-05,0.7785548496351017,0.8932302515804882
4,5,4,0.00390625,6.103515625e-05,0.7787586808670205,0.8941809348841127
5,5,5,0.00390625,0.0001220703125,0.7786425202765639,0.8942170099201878
6,5,6,0.00390625,0.000244140625,0.7780512347965426,0.8963989276193469
7,5,7,0.00390625,0.00048828125,0.7769459054696807,0.8963942444503634
8,5,8,0.00390625,0.0009765625,0.7750905238740025,0.8938982617312571
9,5,9,0.00390625,0.001953125,0.7719614273586907,0.8865895862582814
10,5,10,0.00390625,0.00390625,0.7692828910512488,0.8813412904927442
11,5,11,0.00390625,0.0078125,0.7686267871726936,0.880829478662474
12,5,12,0.00390625,0.015625,0.7680847709839195,0.8806516353203304
13,5,13,0.00390625,0.03125,0.7659884666210075,0.8729558487739691
14,5,14,0.00390625,0.0625,0.7609568799422447,0.8664902738060275
15,5,15,0.00390625,0.125,0.7565461065691509,0.8655500121794916
16,5,16,0.00390625,0.25,0.7507803579046489,0.8549391415686209
17,5,17,0.00390625,0.5,0.7408884406714489,0.8385856114186065
18,5,18,0.00390625,1.0,0.7100805401333519,0.7731003326676078
19,5,19,0.0078125,3.814697265625e-06,0.7788269397842721,0.8919094515781467
20,5,20,0.0078125,7.62939453125e-06,0.77911248395384,0.8933826009214786
21,5,21,0.0078125,1.52587890625e-05,0.7795939612561305,0.8938876514265292
22,5,22,0.0078125,3.0517578125e-05,0.780264419983703,0.8953995019579875
23,5,23,0.0078125,6.103515625e-05,0.780988006293411,0.8986174894897004
24,5,24,0.0078125,0.0001220703125,0.7814330736582601,0.8972820058012757
25,5,25,0.0078125,0.000244140625,0.7813067666445925,0.8993917734282846
26,5,26,0.0078125,0.00048828125,0.7805187171964966,0.8971330224879921
27,5,27,0.0078125,0.0009765625,0.7788707826196964,0.8941319892638351
28,5,28,0.0078125,0.001953125,0.7756542047296652,0.8897854750863541
29,5,29,0.0078125,0.00390625,0.7726529746884371,0.881209015360469
30,5,30,0.0078125,0.0078125,0.7725443929897474,0.8807647647471853
31,5,31,0.0078125,0.015625,0.7733618416724904,0.8818254651216114
32,5,32,0.0078125,0.03125,0.7733076602540282,0.8810478476773272
33,5,33,0.0078125,0.0625,0.7713046321402497,0.8782787939278811
34,5,34,0.0078125,0.125,0.7683705136396718,0.8769600509424715
35,5,35,0.0078125,0.25,0.7641845516227808,0.8726802637925019
36,5,36,0.0078125,0.5,0.7564501589629686,0.8574251123879251
37,5,37,0.0078125,1.0,0.7292665141033634,0.8027994032862189
38,5,38,0.015625,3.814697265625e-06,0.7766271592950681,0.8852041780371732
39,5,39,0.015625,7.62939453125e-06,0.7770016008921131,0.885765345265007
40,5,40,0.015625,1.52587890625e-05,0.777634593504274,0.8881750633609997
41,5,41,0.015625,3.0517578125e-05,0.7786030654634942,0.8915915814834002
42,5,42,0.015625,6.103515625e-05,0.7798219943372531,0.8935943679689454
43,5,43,0.015625,0.0001220703125,0.7809700701714728,0.8929643516526545
44,5,44,0.015625,0.000244140625,0.7815770638076259,0.8939931121641738
45,5,45,0.015625,0.00048828125,0.7813346633032768,0.8931044727190772
46,5,46,0.015625,0.0009765625,0.7799688567889734,0.8935112661109957
47,5,47,0.015625,0.001953125,0.7768452547333673,0.8900013122629755
48,5,48,0.015625,0.00390625,0.7736653933924149,0.8800150349237569
49,5,49,0.015625,0.0078125,0.7734419812400414,0.8832518201754174
50,5,50,0.015625,0.015625,0.7746264684109352,0.8805359919423478
51,5,51,0.015625,0.03125,0.7756241471768507,0.8785365064404956
52,5,52,0.015625,0.0625,0.7756337604388075,0.8789861475764114
53,5,53,0.015625,0.125,0.7742124531674567,0.8845063354495405
54,5,54,0.015625,0.25,0.7714304053419719,0.8797236816472787
55,5,55,0.015625,0.5,0.765274656526696,0.8724930833821977
56,5,56,0.015625,1.0,0.7399843614153743,0.8229405585524585
57,5,57,0.03125,3.814697265625e-06,0.7707267878772968,0.8753731087233454
58,5,58,0.03125,7.62939453125e-06,0.7711290094163207,0.875878159228396
59,5,59,0.03125,1.52587890625e-05,0.7718289753819918,0.8778389435421214
60,5,60,0.03125,3.0517578125e-05,0.7729394160639519,0.8812200614600886
61,5,61,0.03125,6.103515625e-05,0.7744699372018512,0.8862639645432072
62,5,62,0.03125,0.0001220703125,0.7762020396288608,0.884798661134023
63,5,63,0.03125,0.000244140625,0.7776222344854712,0.8899606922764461
64,5,64,0.03125,0.00048828125,0.7782484395273234,0.8899993934645726
65,5,65,0.03125,0.0009765625,0.7774870709629101,0.8875426485467055
66,5,66,0.03125,0.001953125,0.7747581192027183,0.8866260889587462
67,5,67,0.03125,0.00390625,0.7717609129530776,0.8829257187607424
68,5,68,0.03125,0.0078125,0.7715600642218567,0.8782953817774644
69,5,69,0.03125,0.015625,0.7728813479474964,0.8788724555188382
70,5,70,0.03125,0.03125,0.7743420029651283,0.8783031447804944
71,5,71,0.03125,0.0625,0.7753016703343198,0.8826950710622111
72,5,72,0.03125,0.125,0.7749478629299269,0.8849251213314772
73,5,73,0.03125,0.25,0.7730138360306985,0.8850828286730926
74,5,74,0.03125,0.5,0.7678809300016328,0.8760746181672484
75,5,75,0.03125,1.0,0.7431937651567694,0.8266973284147052
